id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
269,7.7,0.58,0.02,2.6,0.076,12.0,26.0,0.99734,3.38,0.61,9.4,8.0
270,7.5,0.6,0.25,2.7,0.074,16.0,48.0,0.9972,3.21,0.64,9.8,6.0
271,10.4,0.35,0.48,1.9,0.064,16.0,40.0,0.99562,3.26,0.64,11.8,6.0
272,7.6,0.675,0.0,1.8,0.074,24.0,121.0,0.9982,3.56,0.44,9.8,6.0
273,6.7,0.685,0.02,1.6,0.0819999999999999,6.0,16.0,0.9968,3.44,0.51,11.2,5.0
274,7.6,0.52,0.36,2.5,0.111,10.0,21.0,0.99489,3.2,0.93,9.8,5.0
275,7.2,0.6,0.0,2.3,0.073,18.0,44.0,0.99504,3.46,0.77,10.0,6.0
276,7.0,0.48,0.21,2.0,0.0969999999999999,10.0,38.0,0.99578,3.3,0.46,9.8,5.0
277,7.2,0.735,0.0,2.0,0.079,12.0,47.0,0.9978,3.32,0.56,9.7,5.0
278,6.7,0.62,0.03,2.1,0.076,17.0,43.0,0.9968,3.44,0.57,10.5,5.0
279,6.8,0.5,0.0,2.6,0.095,6.0,12.0,0.99562,3.43,0.6,11.8,7.0
280,7.1,0.37,0.29,1.6,0.071,8.0,20.0,0.99492,3.3,0.58,9.5,5.0
281,11.9,0.31,0.49,1.9,0.077,5.0,20.0,0.9978,3.24,0.74,9.5,6.0
282,9.7,0.58,0.22,2.2,0.079,19.0,49.0,0.9958,3.15,0.54,9.5,6.0
283,7.4,0.78,0.02,1.9,0.0969999999999999,15.0,29.0,0.99668,3.26,0.61,10.0,6.0
284,10.2,0.62,0.49,1.9,0.075,7.0,45.0,0.9952,3.29,0.87,10.8,7.0
285,8.0,0.51,0.32,1.9,0.0819999999999999,13.0,40.0,0.9996,3.28,0.6,9.7,4.0
286,9.7,0.36,0.49,2.2,0.084,6.0,15.0,0.9976,3.38,0.55,10.0,6.0
287,7.4,0.63,0.05,2.2,0.081,5.0,14.0,0.9976,3.35,0.59,9.5,6.0
288,12.0,0.43,0.42,2.5,0.073,10.0,21.0,0.9956,3.2,0.71,10.0,6.0
289,6.0,0.54,0.04,2.5,0.08,13.0,50.0,0.99526,3.39,0.58,9.4,6.0
290,7.8,0.72,0.0,1.9,0.083,17.0,47.0,0.9969,3.17,0.43,9.4,5.0
291,9.3,0.52,0.24,2.0,0.091,17.0,42.0,0.9942,3.32,0.61,9.2,5.0
292,7.9,0.39,0.49,2.3,0.079,19.0,58.0,0.9976,3.26,0.61,11.2,6.0
293,9.2,0.715,0.1,2.9,0.054,5.0,10.0,0.99396,3.53,0.59,11.2,6.0
294,7.4,0.54,0.02,2.1,0.078,4.0,11.0,0.9978,3.2,0.52,9.9,6.0
295,7.3,0.87,0.0,2.0,0.074,14.0,35.0,0.9943,3.45,0.57,9.9,5.0
296,6.9,0.64,0.06,2.1,0.114,11.0,53.0,0.99581,3.54,0.57,10.6,5.0
297,7.0,0.715,0.01,2.2,0.077,12.0,28.0,0.99652,3.35,0.58,9.5,5.0
298,7.8,0.5,0.22,2.2,0.08,16.0,39.0,0.99562,3.33,0.53,9.9,5.0
299,9.0,0.48,0.31,2.2,0.081,4.0,23.0,0.99786,3.39,0.76,10.8,7.0
300,9.0,0.51,0.24,2.7,0.079,8.0,31.0,0.99616,3.2,0.46,9.8,5.0
301,7.1,0.53,0.17,1.8,0.076,3.0,9.0,0.99576,3.3,0.58,10.7,6.0
302,8.8,0.56,0.15,1.7,0.077,10.0,28.0,0.99712,3.38,0.48,9.8,5.0
303,7.9,0.58,0.02,2.1,0.08,19.0,40.0,0.99542,3.4,0.54,10.1,6.0
304,8.2,0.48,0.06,1.8,0.078,28.0,61.0,0.99616,3.37,0.56,9.8,5.0
305,9.2,0.46,0.32,2.2,0.092,14.0,33.0,0.9969,3.22,0.54,9.5,5.0
306,10.4,0.48,0.49,2.1,0.0819999999999999,32.0,65.0,1.0004,3.2,0.71,10.8,5.0
307,7.9,0.39,0.27,2.5,0.098,12.0,19.0,0.9973,3.16,0.73,12.5,7.0
308,7.7,0.47,0.26,2.3,0.077,12.0,27.0,0.9966,3.32,0.62,9.1,5.0
309,7.3,0.5,0.0,2.1,0.064,25.0,38.0,0.99358,3.39,0.57,12.4,7.0
310,7.7,0.32,0.42,2.3,0.0819999999999999,17.0,91.0,0.99652,3.36,0.71,9.9,6.0
311,8.2,0.36,0.26,2.2,0.08,11.0,45.0,0.9972,3.38,0.63,10.0,5.0
312,9.2,0.33,0.33,1.6,0.076,31.0,65.0,0.9962,3.27,0.65,9.6,5.0
313,8.1,0.635,0.19,2.3,0.077,25.0,98.0,0.9962,3.12,0.71,9.5,5.0
314,8.9,0.42,0.31,2.6,0.077,12.0,27.0,0.9976,3.32,0.83,11.6,8.0
315,7.1,0.56,0.02,2.1,0.08,18.0,40.0,0.9963,3.47,0.55,11.2,6.0
316,10.6,0.43,0.43,2.4,0.068,8.0,25.0,0.9968,3.21,0.59,11.9,4.0
317,7.7,0.36,0.41,2.1,0.078,11.0,62.0,0.99702,3.24,0.84,9.4,6.0
318,8.3,0.61,0.26,2.8,0.07,11.0,38.0,0.9957,3.32,0.62,11.6,6.0
319,6.6,0.67,0.0,1.8,0.066,15.0,31.0,0.9965,3.42,0.57,10.0,6.0
320,9.8,0.39,0.44,1.7,0.0819999999999999,6.0,17.0,0.99478,3.34,0.69,11.7,6.0
321,7.2,0.5,0.0,2.0,0.0579999999999999,16.0,28.0,0.99476,3.37,0.56,9.5,6.0
322,5.1,0.57,0.01,2.4,0.077,7.0,16.0,0.9962,3.42,0.57,11.1,6.0
323,7.5,0.61,0.01,1.8,0.054,16.0,28.0,0.996,3.33,0.66,11.7,7.0
324,11.9,0.46,0.49,2.4,0.076,6.0,16.0,0.998,3.36,0.74,12.4,7.0
325,7.3,0.39,0.21,2.1,0.068,26.0,62.0,0.99528,3.38,0.82,9.5,5.0
326,8.8,0.57,0.22,2.6,0.086,19.0,101.0,0.9973,3.28,0.57,9.4,6.0
327,6.4,0.9,0.05,2.2,0.0579999999999999,4.0,13.0,0.99672,3.51,0.55,10.4,6.0
328,7.0,0.65,0.0,2.4,0.079,24.0,42.0,0.9987,3.35,0.55,10.7,5.0
329,11.2,0.42,0.49,5.1,0.095,8.0,16.0,0.9986,3.15,0.57,11.9,7.0
330,7.3,0.33,0.3,2.0,0.073,12.0,27.0,0.9972,3.31,0.73,11.6,6.0
331,8.9,0.52,0.22,2.0,0.08,12.0,90.0,0.9972,3.27,0.54,9.5,6.0
332,8.2,0.47,0.08,1.6,0.07,29.0,53.0,0.9964,3.6,0.68,12.1,4.0
333,7.1,0.43,0.27,1.9,0.093,8.0,22.0,0.9988,3.4,0.69,9.3,5.0
334,10.5,0.6,0.42,1.8,0.074,11.0,24.0,0.9967,3.36,0.62,10.0,8.0
335,7.5,0.51,0.14,1.8,0.077,19.0,28.0,0.99584,3.15,0.87,9.5,6.0
336,9.8,0.39,0.48,1.9,0.062,9.0,22.0,0.9976,3.38,0.66,10.3,6.0
337,10.3,0.43,0.34,2.2,0.08,12.0,25.0,0.99652,3.27,0.72,11.4,6.0
338,7.1,0.55,0.3,2.2,0.079,24.0,44.0,0.99635,3.32,0.46,9.9,5.0
339,9.0,0.37,0.49,2.3,0.071,15.0,31.0,1.0026,3.22,0.79,12.2,6.0
340,8.0,0.39,0.32,2.5,0.079,21.0,63.0,0.99588,3.28,0.57,10.2,5.0
341,7.9,0.5,0.23,2.0,0.077,17.0,35.0,0.99584,3.39,0.54,9.2,6.0
342,10.0,0.6,0.45,2.2,0.077,5.0,20.0,0.99258,3.26,0.56,9.4,5.0
343,9.0,0.43,0.21,1.9,0.066,9.0,20.0,0.99702,3.28,0.57,9.5,5.0
344,6.2,0.67,0.02,1.6,0.092,19.0,42.0,0.9969,3.45,0.6,9.5,5.0
345,9.9,0.59,0.24,1.9,0.08,5.0,15.0,0.9978,3.19,0.53,9.5,6.0
346,9.9,0.39,0.39,2.3,0.092,36.0,121.0,0.9976,3.21,0.6,9.7,4.0
347,9.2,0.27,0.43,2.4,0.073,5.0,19.0,0.9961,3.3,0.6,10.8,5.0
348,8.0,0.45,0.22,1.8,0.071,19.0,50.0,0.99572,3.39,0.74,9.2,5.0
349,8.0,0.54,0.24,2.2,0.076,9.0,45.0,0.9968,3.15,0.53,9.3,5.0
350,7.5,0.49,0.24,2.2,0.085,5.0,14.0,0.99547,3.39,0.5,10.2,6.0
351,9.1,0.66,0.26,1.8,0.086,11.0,65.0,0.99801,3.19,0.59,9.6,5.0
352,8.4,0.46,0.45,2.1,0.073,5.0,17.0,0.9978,3.22,0.82,9.9,5.0
353,7.1,0.39,0.48,2.1,0.092,6.0,17.0,0.99444,3.26,0.78,9.5,5.0
354,9.4,0.6,0.16,2.2,0.088,6.0,17.0,0.9988,3.36,0.64,9.6,6.0
355,8.2,0.38,0.24,2.1,0.079,10.0,65.0,0.9972,3.36,0.52,9.5,5.0
356,7.1,0.56,0.2,1.7,0.078,8.0,18.0,0.9984,3.53,0.52,9.4,5.0
357,7.7,0.715,0.26,1.7,0.084,10.0,23.0,0.9976,3.41,0.64,9.9,5.0
358,9.8,0.715,0.21,2.1,0.084,13.0,31.0,0.9964,3.25,0.61,9.8,5.0
359,7.2,0.69,0.01,2.5,0.086,21.0,41.0,0.9956,2.98,0.49,10.9,6.0
360,7.3,0.58,0.13,2.0,0.07,11.0,24.0,0.99494,3.3,0.49,11.0,6.0
361,8.8,0.38,0.31,2.3,0.073,16.0,36.0,0.99572,3.36,0.48,9.1,6.0
362,8.4,0.43,0.25,1.8,0.073,6.0,16.0,0.9991,3.32,0.75,11.4,6.0
363,8.2,0.52,0.34,1.8,0.068,5.0,13.0,0.9991,3.24,0.57,10.5,6.0
364,8.3,0.44,0.36,1.8,0.085,8.0,31.0,0.9988,3.34,0.52,9.8,6.0
365,7.6,0.62,0.34,2.7,0.095,10.0,22.0,0.99702,3.5,0.58,10.0333333333333,6.0
366,7.7,0.61,0.02,2.1,0.078,10.0,18.0,0.99616,3.28,0.49,10.9,6.0
367,10.1,0.39,0.32,2.4,0.073,3.0,8.0,0.9984,3.15,0.48,9.7,5.0
368,8.0,0.27,0.3,2.6,0.095,9.0,27.0,0.9964,3.27,0.52,10.3,6.0
369,6.6,0.51,0.24,2.0,0.091,10.0,19.0,0.99547,3.38,0.59,10.7,6.0
370,8.9,0.32,0.45,2.3,0.081,15.0,28.0,0.9988,3.3,0.48,9.3,5.0
371,9.3,0.24,0.31,2.0,0.074,29.0,106.0,0.9966,3.28,0.53,9.6,4.0
372,8.0,0.58,0.31,1.8,0.0969999999999999,24.0,67.0,0.9968,3.42,0.61,9.5,5.0
373,7.0,0.84,0.01,1.8,0.078,11.0,19.0,0.99836,3.42,0.53,9.3,5.0
374,8.8,0.715,0.12,2.1,0.065,7.0,20.0,0.9994,3.29,0.69,10.3,5.0
375,10.2,0.66,0.45,1.7,0.093,17.0,33.0,0.9978,3.22,0.64,10.0,6.0
376,7.9,0.34,0.39,2.4,0.07,10.0,23.0,0.99552,3.16,0.62,9.8,5.0
377,7.7,0.835,0.15,2.1,0.077,24.0,96.0,0.9972,3.34,0.46,9.8,6.0
378,7.2,0.67,0.03,2.1,0.084,22.0,53.0,0.9974,3.32,1.17,9.4,5.0
379,8.9,0.54,0.22,1.8,0.05,11.0,54.0,0.9942,3.21,0.58,9.5,6.0
380,7.0,0.64,0.0,2.0,0.09,17.0,38.0,0.99534,3.35,0.72,11.2,7.0
381,7.7,0.785,0.0,1.8,0.068,9.0,25.0,0.9976,3.27,0.67,9.9,6.0
382,6.9,0.59,0.0,2.2,0.09,5.0,17.0,0.99498,3.34,0.49,11.4,5.0
383,7.6,0.51,0.31,2.0,0.093,17.0,44.0,0.9957,3.26,0.64,9.8,5.0
384,8.1,0.6,0.4,2.6,0.065,6.0,16.0,0.99388,3.21,0.72,10.3,5.0
385,6.6,0.57,0.05,2.2,0.0969999999999999,14.0,32.0,0.99588,3.62,0.82,11.4,7.0
386,9.9,0.43,0.34,2.0,0.084,19.0,42.0,0.99538,3.15,0.73,9.7,5.0
387,9.0,0.52,0.24,2.1,0.071,4.0,10.0,0.99599,3.21,0.65,9.2,5.0
388,7.7,0.77,0.03,1.9,0.087,42.0,54.0,0.9948,3.56,0.5,9.2,6.0
389,7.2,0.33,0.43,2.2,0.077,12.0,25.0,0.9994,3.5,0.65,11.0,7.0
390,7.8,0.58,0.19,2.8,0.085,19.0,62.0,0.99604,3.3,0.63,9.4,5.0
391,11.2,0.35,0.49,2.3,0.106,5.0,12.0,0.9982,3.18,0.68,10.4,6.0
392,7.8,0.6,0.05,2.0,0.078,7.0,19.0,0.99655,3.41,0.56,10.8,6.0
393,7.9,0.33,0.5,2.3,0.096,6.0,15.0,0.9956,3.19,0.8,12.5,7.0
394,7.6,0.57,0.24,2.0,0.0819999999999999,28.0,58.0,0.99768,3.27,0.52,9.5,6.0
395,8.9,0.36,0.66,2.0,0.076,8.0,32.0,0.9976,2.89,0.63,9.4,5.0
396,7.0,0.58,0.0,1.8,0.077,29.0,62.0,0.9988,3.32,0.56,10.3,4.0
397,8.4,0.39,0.31,2.7,0.077,32.0,48.0,0.9953,3.21,0.55,10.9,5.0
398,8.0,0.38,0.42,2.4,0.095,7.0,18.0,0.99914,3.27,0.54,9.6,6.0
399,9.1,0.43,0.3,2.1,0.081,22.0,45.0,0.9974,3.35,0.61,10.5,5.0
400,7.7,0.59,0.08,1.8,0.078,15.0,59.0,0.99732,3.25,0.54,9.8,5.0
401,9.3,0.43,0.27,1.6,0.077,6.0,20.0,0.9958,3.3,0.58,9.5,5.0
402,9.0,0.69,0.1,1.9,0.075,13.0,31.0,0.99685,3.44,0.56,10.8,6.0
403,7.7,0.63,0.22,2.8,0.072,14.0,22.0,0.99354,3.4,0.54,11.0,7.0
404,9.2,0.56,0.14,1.6,0.0969999999999999,17.0,41.0,0.9997,3.14,0.52,11.0,7.0
405,9.9,0.38,0.47,2.6,0.085,8.0,19.0,0.9981,3.32,0.66,12.0,7.0
406,9.3,0.6,0.47,2.3,0.085,7.0,16.0,0.9977,3.17,0.59,10.0,6.0
407,7.0,0.58,0.01,1.7,0.08,6.0,24.0,0.9994,3.2,0.58,9.5,5.0
408,7.1,0.59,0.22,2.2,0.077,25.0,49.0,0.9987,3.44,0.58,9.9,6.0
409,8.9,0.69,0.29,1.8,0.079,16.0,86.0,0.9964,3.26,0.63,9.6,5.0
410,7.1,0.47,0.08,2.0,0.078,20.0,49.0,0.9968,3.36,0.53,10.0,6.0
411,8.9,0.62,0.24,2.1,0.05,9.0,28.0,0.99476,3.45,0.6,9.4,5.0
412,6.6,0.69,0.04,1.6,0.0969999999999999,18.0,31.0,0.99704,3.34,0.56,9.5,6.0
413,7.9,0.58,0.03,2.1,0.068,6.0,12.0,0.9952,3.58,0.58,9.6,6.0
414,7.1,0.735,0.0,2.4,0.092,6.0,25.0,0.9982,3.45,0.64,10.9,5.0
415,7.8,0.64,0.12,2.0,0.0969999999999999,12.0,28.0,0.9955,3.38,0.49,10.2,6.0
416,8.5,0.32,0.39,1.9,0.077,10.0,27.0,0.9976,3.28,0.53,9.5,6.0
417,6.7,0.36,0.34,2.0,0.075,15.0,49.0,0.9967,3.37,0.71,10.5,5.0
418,8.9,0.4,0.24,2.9,0.076,6.0,12.0,1.0004,3.36,0.66,9.6,5.0
419,8.0,0.45,0.21,1.8,0.076,5.0,12.0,0.9988,3.36,0.63,9.5,6.0
420,6.9,0.56,0.1,2.1,0.066,16.0,38.0,0.9962,3.67,0.49,11.1,6.0
421,7.0,0.47,0.02,2.0,0.074,5.0,18.0,0.995,3.42,0.62,11.5,3.0
422,10.5,0.43,0.36,2.1,0.074,6.0,18.0,0.9973,3.25,0.78,9.5,5.0
423,12.5,0.56,0.4,2.3,0.078,11.0,44.0,0.9964,3.26,0.61,9.8,6.0
424,7.0,0.49,0.19,2.1,0.094,5.0,20.0,0.9978,3.14,0.68,9.4,6.0
425,6.9,0.705,0.0,1.8,0.092,12.0,28.0,0.99539,3.59,0.54,11.4,5.0
426,7.2,0.62,0.03,2.0,0.078,5.0,15.0,0.99572,3.3,0.54,10.5,6.0
427,12.5,0.36,0.45,2.0,0.075,5.0,10.0,0.9982,3.22,0.64,10.0,7.0
428,9.9,0.24,0.31,1.9,0.0819999999999999,24.0,65.0,0.9983,3.24,0.51,10.0,5.0
429,8.0,0.36,0.36,2.1,0.061,29.0,119.0,0.9988,3.29,0.54,9.4,6.0
430,8.1,0.35,0.27,2.3,0.064,12.0,49.0,0.9982,3.4,0.5,9.7,5.0
431,7.6,0.59,0.03,2.2,0.074,36.0,119.0,0.9973,3.27,0.58,9.4,5.0
432,11.6,0.54,0.48,2.1,0.066,5.0,14.0,0.99396,3.27,0.72,10.3,6.0
433,7.6,0.66,0.0,1.8,0.084,5.0,22.0,0.9996,3.53,0.59,10.8,5.0
434,6.6,0.66,0.0,2.7,0.077,8.0,19.0,0.99642,3.29,0.59,11.1,6.0
435,7.1,0.78,0.01,2.2,0.075,18.0,38.0,0.99478,3.36,0.56,10.9,6.0
436,8.3,0.54,0.16,2.5,0.077,5.0,28.0,0.9964,3.17,0.66,9.4,6.0
437,7.4,0.65,0.03,1.8,0.077,5.0,20.0,0.9988,3.38,0.49,9.7,6.0
438,7.2,0.685,0.0,2.4,0.076,32.0,144.0,0.99572,3.45,0.6,9.4,6.0
439,8.3,0.57,0.14,2.1,0.075,6.0,41.0,0.9976,3.26,0.57,9.4,5.0
440,10.7,0.59,0.5,1.8,0.074,17.0,40.0,0.9978,3.15,0.62,10.1,6.0
441,7.1,0.57,0.02,2.3,0.078,15.0,28.0,0.99616,3.36,0.75,10.2,5.0
442,8.4,0.35,0.49,1.9,0.077,9.0,42.0,0.9972,3.27,0.59,10.8,5.0
443,8.6,0.39,0.49,11.9,0.049,34.0,124.0,1.00369,3.3,0.65,9.5,6.0
444,7.9,0.69,0.03,1.6,0.079,15.0,28.0,0.9982,3.5,0.63,9.7,6.0
445,8.7,0.49,0.16,1.9,0.069,16.0,37.0,0.9972,3.28,0.58,11.0,6.0
446,8.2,0.54,0.21,2.8,0.074,12.0,47.0,0.9972,3.46,0.56,9.4,6.0
447,9.0,0.33,0.49,2.1,0.072,12.0,86.0,0.9973,3.16,0.52,9.3,7.0
448,7.3,0.52,0.03,2.2,0.076,6.0,14.0,0.99557,3.27,0.63,10.4,6.0
449,6.7,0.725,0.01,2.4,0.081,3.0,18.0,0.9968,3.31,0.56,9.6,6.0
450,9.1,0.45,0.32,2.4,0.073,5.0,10.0,0.99668,3.16,0.69,11.9,7.0
451,7.6,0.61,0.01,2.5,0.067,14.0,31.0,0.9982,3.43,0.54,10.0,6.0
452,7.6,0.7,0.0,1.9,0.087,19.0,26.0,0.9964,3.6,0.6,9.5,5.0
453,9.1,0.55,0.22,2.0,0.078,11.0,46.0,0.99585,3.28,0.54,9.4,5.0
454,11.3,0.49,0.43,2.8,0.0819999999999999,29.0,66.0,0.9981,3.2,0.81,10.2,5.0
455,8.2,0.5,0.44,2.3,0.078,10.0,22.0,0.997,3.37,0.9,9.2,5.0
456,9.1,0.46,0.43,1.8,0.08,6.0,16.0,0.9973,3.16,0.66,10.8,5.0
457,6.7,0.66,0.0,2.1,0.0819999999999999,21.0,54.0,0.9962,3.48,0.64,9.1,5.0
458,10.7,0.24,0.49,2.0,0.038,6.0,11.0,0.9976,3.22,0.66,9.8,6.0
459,8.6,0.47,0.2,1.9,0.064,5.0,28.0,0.9954,3.27,0.65,9.4,5.0
460,7.0,0.58,0.04,2.4,0.081,16.0,86.0,0.9986,3.58,0.57,9.4,6.0
461,6.5,0.55,0.13,2.2,0.0819999999999999,14.0,65.0,0.9978,3.33,0.55,9.4,5.0
462,7.2,0.69,0.0,2.3,0.087,24.0,96.0,0.9964,3.38,0.51,9.4,6.0
463,7.4,0.6,0.28,2.7,0.07,15.0,41.0,0.99738,3.27,0.56,10.4,6.0
464,9.0,0.39,0.42,2.6,0.08,18.0,85.0,0.9982,3.22,0.82,9.5,5.0
465,7.7,0.69,0.07,1.5,0.075,33.0,62.0,0.99538,3.49,0.57,9.0,6.0
466,8.1,0.54,0.0,1.6,0.065,16.0,40.0,0.99458,3.51,0.6,9.8,6.0
467,7.7,0.56,0.19,2.0,0.073,13.0,27.0,0.9978,3.31,0.56,9.4,5.0
468,8.9,0.43,0.26,2.1,0.079,9.0,22.0,0.9984,3.26,0.5,9.5,6.0
469,9.9,0.53,0.24,2.1,0.0819999999999999,5.0,24.0,0.9972,3.21,0.52,10.1,7.0
470,12.5,0.38,0.66,1.9,0.077,12.0,48.0,0.9988,3.07,0.65,9.5,5.0
471,6.6,0.81,0.04,2.3,0.072,6.0,38.0,0.99458,3.34,0.54,10.2,6.0
472,11.5,0.32,0.49,2.1,0.078,14.0,31.0,0.9963,3.16,0.51,11.6,6.0
473,9.4,0.51,0.27,2.8,0.073,5.0,27.0,0.99655,3.28,0.62,11.2,5.0
474,7.4,0.545,0.12,2.3,0.076,15.0,37.0,0.9965,3.42,0.55,9.3,5.0
475,7.5,0.36,0.34,2.5,0.08,8.0,28.0,0.99592,3.3,0.69,10.1,5.0
476,7.1,0.59,0.1,2.2,0.0819999999999999,25.0,48.0,0.99472,3.35,0.64,9.2,5.0
477,7.8,0.49,0.08,2.1,0.066,7.0,18.0,0.99374,3.32,0.53,9.5,5.0
478,6.8,0.55,0.0,2.3,0.068,5.0,13.0,0.99562,3.45,0.44,9.5,5.0
479,9.3,0.59,0.36,2.5,0.068,6.0,14.0,0.99392,3.32,0.59,10.4,4.0
480,9.2,0.24,0.44,2.0,0.077,6.0,13.0,0.9982,3.33,0.56,9.2,5.0
481,7.4,1.33,0.0,2.2,0.077,10.0,24.0,0.99694,3.48,0.67,9.4,6.0
482,7.4,0.45,0.14,2.1,0.094,17.0,42.0,0.9991,3.36,0.48,11.2,6.0
483,7.2,0.42,0.49,1.8,0.08,10.0,19.0,0.9971,3.08,0.66,9.5,5.0
484,7.8,0.55,0.0,2.9,0.067,28.0,67.0,0.9979,3.56,0.68,9.9,6.0
485,8.0,0.58,0.03,1.8,0.074,5.0,15.0,0.99529,3.34,0.53,10.5,6.0
486,9.5,0.54,0.49,2.1,0.1009999999999999,4.0,9.0,0.99444,3.27,0.6,11.5,7.0
487,9.3,0.42,0.24,2.2,0.064,9.0,31.0,0.9987,3.27,0.65,10.9,7.0
488,8.6,0.59,0.04,1.8,0.09,7.0,22.0,0.9961,3.31,0.77,9.2,3.0
489,8.9,0.47,0.24,2.6,0.075,8.0,26.0,0.9994,3.23,0.56,10.9,6.0
490,7.1,0.43,0.43,2.3,0.0819999999999999,15.0,47.0,0.99344,3.21,0.62,10.2,5.0
491,10.0,0.42,0.49,2.0,0.079,26.0,33.0,0.99704,3.16,0.59,10.2,6.0
492,6.9,0.62,0.09,2.3,0.09,17.0,29.0,0.9955,3.39,0.52,10.0,6.0
493,6.9,0.62,0.04,4.0,0.084,5.0,14.0,0.9978,3.58,0.52,10.5,5.0
494,9.9,0.38,0.49,1.3,0.063,6.0,15.0,0.9968,3.32,0.55,11.3,6.0
495,7.1,0.43,0.27,2.0,0.0579999999999999,32.0,73.0,0.99552,3.24,0.79,9.4,6.0
496,9.1,0.36,0.35,1.8,0.086,32.0,65.0,0.9983,3.31,0.52,10.6,6.0
497,8.2,0.42,0.2,2.1,0.08,32.0,63.0,0.99536,3.42,0.58,9.2,5.0
498,7.9,0.48,0.15,1.8,0.08,14.0,29.0,0.99588,3.36,0.61,9.6,5.0
499,9.1,0.41,0.4,2.2,0.079,8.0,45.0,0.99522,3.35,0.62,11.4,5.0
500,6.9,0.67,0.01,2.1,0.077,7.0,18.0,0.9966,3.43,0.54,9.3,6.0
501,7.0,0.56,0.24,2.3,0.067,5.0,19.0,0.9991,3.44,0.57,9.7,6.0
502,7.4,0.36,0.0,1.9,0.06,6.0,14.0,0.9955,3.32,0.57,9.4,6.0
503,8.1,0.52,0.15,2.7,0.079,8.0,23.0,0.9956,3.39,0.6,10.1,6.0
504,6.8,0.48,0.03,1.9,0.078,14.0,47.0,0.99534,3.41,0.76,10.5,7.0
505,7.8,0.36,0.24,2.1,0.085,16.0,86.0,0.9957,3.46,0.55,9.7,3.0
506,11.3,0.38,0.46,2.6,0.079,14.0,31.0,0.9984,3.23,0.77,10.0,7.0
507,7.4,0.74,0.02,2.4,0.08,11.0,38.0,0.99622,3.54,0.61,9.9,5.0
508,7.9,0.59,0.08,2.2,0.084,23.0,81.0,0.9987,3.22,0.68,9.5,5.0
509,9.4,0.78,0.42,1.8,0.074,6.0,30.0,0.9964,3.26,0.47,10.6,5.0
510,7.8,0.52,0.14,1.8,0.0559999999999999,6.0,18.0,0.9976,3.22,0.57,9.7,5.0
511,7.0,0.56,0.0,3.0,0.064,8.0,18.0,0.9965,3.28,0.62,9.5,5.0
512,7.9,0.84,0.03,1.8,0.067,9.0,22.0,0.99682,3.54,0.6,10.3,7.0
513,7.5,0.835,0.18,1.8,0.074,5.0,13.0,0.9976,3.1,0.7,9.4,6.0
514,7.5,0.57,0.2,2.0,0.073,8.0,24.0,0.9972,3.38,0.5,9.9,6.0
515,7.4,0.61,0.0,2.1,0.074,10.0,21.0,0.9987,3.34,0.7,9.5,6.0
516,10.1,0.39,0.4,1.4,0.062,12.0,39.0,0.9958,3.32,0.62,9.2,6.0
517,7.6,0.61,0.02,2.6,0.095,16.0,81.0,0.9948,3.38,0.51,9.4,5.0
518,6.6,0.4,0.15,2.5,0.079,27.0,48.0,0.9959,3.35,0.52,10.1,5.0
519,7.9,0.66,0.0,1.6,0.083,3.0,9.0,0.99546,3.14,0.74,10.5,6.0
520,7.3,0.37,0.28,2.1,0.065,18.0,38.0,0.999,3.23,0.62,9.0,6.0
521,8.2,0.725,0.02,1.7,0.08,8.0,21.0,0.9978,3.4,0.62,9.4,5.0
522,10.0,0.38,0.49,2.7,0.074,18.0,28.0,0.9973,3.28,0.57,9.6,6.0
523,8.0,0.48,0.28,2.6,0.075,25.0,66.0,0.99622,3.3,0.52,9.8,5.0
524,7.1,0.58,0.05,2.6,0.083,5.0,13.0,0.9978,3.39,0.56,9.4,6.0
525,7.0,0.735,0.03,2.0,0.076,11.0,24.0,0.99538,3.42,0.68,9.6,6.0
526,8.9,0.37,0.45,2.3,0.087,28.0,119.0,0.9971,3.25,0.54,9.3,5.0
527,6.6,0.58,0.08,1.8,0.063,17.0,34.0,0.9981,3.4,0.73,10.0,6.0
528,9.1,0.41,0.45,2.8,0.093,14.0,28.0,0.9988,3.31,0.46,9.3,5.0
529,8.6,0.48,0.31,2.0,0.092,25.0,105.0,0.9972,3.21,0.63,9.4,5.0
530,8.4,0.53,0.23,2.2,0.0559999999999999,6.0,12.0,0.9968,3.14,0.65,10.1,7.0
531,6.4,0.57,0.03,4.2,0.076,13.0,35.0,0.9948,3.44,0.62,9.4,6.0
532,8.5,0.65,0.0,1.6,0.08,6.0,16.0,0.99562,3.37,0.55,11.0,6.0
533,7.1,0.43,0.1,1.8,0.054,9.0,28.0,0.99655,3.3,0.52,10.0333333333333,5.0
534,8.4,0.67,0.0,2.4,0.067,11.0,35.0,0.9984,3.16,0.73,11.1,6.0
535,8.6,0.37,0.3,2.3,0.093,6.0,18.0,0.99605,3.21,0.59,9.5,5.0
536,8.9,0.44,0.33,2.4,0.083,3.0,12.0,0.99629,3.3,0.6,11.4,6.0
537,8.9,0.3,0.24,2.2,0.068,19.0,49.0,0.9994,3.18,0.65,10.8,5.0
538,9.9,0.39,0.28,2.0,0.078,5.0,9.0,0.9955,3.08,0.56,11.1,7.0
